cause	type	doc_id	category	trick	checksum	residual	text
invisible_char	ORG	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	ООО‍  «Меридиан»
invisible_char	ORG	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	О​ОО «Гр анит»
invisible_char	ORG	sale_0011__m1337_invisible	adversarial	mut:invisible		LEAK	ОО​О «Мед⁠ведев»
invisible_char	ORG	services_0004__m2718_invisible	adversarial	mut:invisible		LEAK	О⁠ОО «Альтаи р»
invisible_char	ORG	services_0009__m1337_invisible	adversarial	mut:invisible		LEAK	ООО​ «Соко лов»
invisible_char	ORG	services_0009__m1337_invisible	adversarial	mut:invisible		LEAK	ОО⁠О «И ванов»
invisible_char	ORG	supply_0007__m1337_invisible	adversarial	mut:invisible		LEAK	А­О⁠ «Василёк»
invisible_char	ORG	supply_0013__m1337_invisible	adversarial	mut:invisible		LEAK	АО ⁠«Северн ый Вет‍ер»
invisible_char	ORG	supply_0013__m1337_invisible	adversarial	mut:invisible		LEAK	А О  «Северный Вете⁠р»
invisible_char	ORG	works_0002__m2718_invisible	adversarial	mut:invisible		LEAK	АО ‍«Альтаир­»
invisible_char	ORG	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	ООО ‍Медв⁠едев
invisible_char	PASSPORT	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	13 10  0⁠06794
invisible_char	PASSPORT	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	13­ 10 ­006794
invisible_char	PASSPORT	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	275-5 92
invisible_char	PASSPORT	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	275-5­92
invisible_char	PASSPORT	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	82­6-644
invisible_char	PASSPORT	agency_0009__m1337_invisible	adversarial	mut:invisible		hidden	38 10 5492 5 2
invisible_char	PASSPORT	agency_0009__m1337_invisible	adversarial	mut:invisible		hidden	38 ‍10‍ 549252
invisible_char	PASSPORT	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	699-26​4
invisible_char	PASSPORT	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	699-2 64
invisible_char	PASSPORT	cession_0005__m1337_invisible	adversarial	mut:invisible		hidden	32  24­ 111336
invisible_char	PASSPORT	cession_0005__m1337_invisible	adversarial	mut:invisible		hidden	3‍2 24 1 11336
invisible_char	PASSPORT	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	38 01 8 9 0562
invisible_char	PASSPORT	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	38 ​0​1 890562
invisible_char	PASSPORT	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	50 4-992
invisible_char	PASSPORT	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	76 ­09 94​1391
invisible_char	PASSPORT	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	76‍ 09​ 941391
invisible_char	PASSPORT	labor_0009__m1337_invisible	adversarial	mut:invisible		hidden	247-9­37
invisible_char	PASSPORT	labor_0009__m1337_invisible	adversarial	mut:invisible		hidden	2‍47-937
invisible_char	PASSPORT	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	04­5-121
invisible_char	PASSPORT	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	54 10 6‍2443 4
invisible_char	PASSPORT	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	54 1­0 62 4434
invisible_char	PASSPORT	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	07  1⁠9 053498
invisible_char	PASSPORT	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	0‍7 19 053 498
invisible_char	PASSPORT	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	105-7 72
invisible_char	PASSPORT	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	10​5-772
invisible_char	PASSPORT	lease_0003__m1337_invisible	adversarial	mut:invisible		LEAK	31 21 ­174 310
invisible_char	PASSPORT	lease_0003__m1337_invisible	adversarial	mut:invisible		LEAK	31⁠ 2­1 174310
invisible_char	PASSPORT	lease_0003__m1337_invisible	adversarial	mut:invisible		hidden	205‍-879
invisible_char	PASSPORT	lease_0003__m1337_invisible	adversarial	mut:invisible		hidden	2​05-879
invisible_char	PASSPORT	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	87 15 32­3 953
invisible_char	PASSPORT	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	87 15  32395‍3
invisible_char	PASSPORT	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	907-10­8
invisible_char	PASSPORT	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	907-10​8
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	641​-413
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	64­1-413
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	668​-653
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	668‍-653
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	82 1 9 5­90023
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	82  19 59002 3
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		hidden	61 14­ 735 102
invisible_char	PASSPORT	lease_0012__m2718_invisible	adversarial	mut:invisible		hidden	61  1‍4 735102
invisible_char	PASSPORT	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	06 2 4 57099­8
invisible_char	PASSPORT	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	06­ 24 570 998
invisible_char	PASSPORT	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	708-​657
invisible_char	PASSPORT	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	70 8-657
invisible_char	PASSPORT	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	62 4-830
invisible_char	PASSPORT	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	6 24-830
invisible_char	PASSPORT	loan_0009__m1337_invisible	adversarial	mut:invisible		hidden	8 8 04 53761⁠8
invisible_char	PASSPORT	loan_0009__m1337_invisible	adversarial	mut:invisible		hidden	8­8 0​4 537618
invisible_char	PASSPORT	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	02⁠9-306
invisible_char	PASSPORT	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	0​29-306
invisible_char	PASSPORT	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	12 25 99 87​58
invisible_char	PASSPORT	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	12 25 ⁠9987​58
invisible_char	PASSPORT	sale_0011__m1337_invisible	adversarial	mut:invisible		LEAK	43 02 0 1 3071
invisible_char	PASSPORT	sale_0011__m1337_invisible	adversarial	mut:invisible		LEAK	43  02⁠ 013071
invisible_char	PASSPORT	sale_0011__m1337_invisible	adversarial	mut:invisible		hidden	2­63-964
invisible_char	PASSPORT	sale_0011__m1337_invisible	adversarial	mut:invisible		hidden	2⁠63-964
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	30 03 30 94­19
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	30 03 3­0‍9419
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	47 6-485
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	47​6-485
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	665-1‍26
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		LEAK	665-⁠126
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		hidden	09 0​8  941013
invisible_char	PASSPORT	supply_0006__m1337_invisible	adversarial	mut:invisible		hidden	0­9​ 08 941013
invisible_char	PASSPORT	works_0003__m1337_invisible	adversarial	mut:invisible		LEAK	65 18 66­7‍977
invisible_char	PASSPORT	works_0003__m1337_invisible	adversarial	mut:invisible		LEAK	6‍5 18 66 7977
invisible_char	PASSPORT	works_0003__m1337_invisible	adversarial	mut:invisible		hidden	71⁠0-697
invisible_char	PASSPORT	works_0003__m1337_invisible	adversarial	mut:invisible		hidden	7​10-697
invisible_char	PASSPORT	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	28 07 ­698​271
invisible_char	PASSPORT	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	28 0⁠7 69827 1
invisible_char	PASSPORT	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	308-­065
invisible_char	PER	agency_0002__m1337_invisible	adversarial	mut:invisible		LEAK	Беляев Олег‍ ‍Олегов ич
invisible_char	PER	agency_0002__m1337_invisible	adversarial	mut:invisible		LEAK	Беляев  Оле­г Олего вич
invisible_char	PER	agency_0002__m1337_invisible	adversarial	mut:invisible		hidden	Бе ляе‍в О. О.
invisible_char	PER	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	кузне⁠цо­вой марией ‍дмитриевной
invisible_char	PER	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Ершова Тать­яна Д митриевн а
invisible_char	PER	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Н. ​Н. Павло­в
invisible_char	PER	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	В­ол⁠кова М ария Юрьевна
invisible_char	PER	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	В​олкова М . Ю.
invisible_char	PER	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Мaкcиmова С‍ветлaна В​лади мировна
invisible_char	PER	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	С. В​. Максим⁠ова
invisible_char	PER	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Кузнецова Юлия В ладимиро вн‍а
invisible_char	PER	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Кузнецова Юл⁠ия Вл адимир⁠овна
invisible_char	PER	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Павлов Владим⁠ир­ Егоров​ич
invisible_char	PER	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Павлов⁠ ‍В. Е.
invisible_char	PER	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	павловы м⁠ вла­димиром егоровичем
invisible_char	PER	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Лeбедева  Еkaт​ер­ина Пaвловна
invisible_char	PER	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Лебеде​ва ⁠Е. П.
invisible_char	PER	labor_0003__m1337_invisible	adversarial	mut:invisible		hidden	Лебеде вой Екате⁠рины Павл⁠овны
invisible_char	PER	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Ли В​.
invisible_char	PER	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Ли ⁠Вэй
invisible_char	PER	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	де Врис Й­.
invisible_char	PER	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	Д.Ю.Мельни​к
invisible_char	PER	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	Мель н ик Дмитри­й Юрьевич
invisible_char	PER	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	Сидоров‍ Ю.­ О.
invisible_char	PER	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	и​вано​во й ириной юрьевной
invisible_char	PER	lease_0003__m1337_invisible	adversarial	mut:invisible		LEAK	И. А. Со кол­ова
invisible_char	PER	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Белка ⁠А. М.
invisible_char	PER	lease_0009__m1337_invisible	adversarial	mut:invisible		hidden	Белкы А нны  Михайл овны
invisible_char	PER	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	Сми​рнова ‍И. П.
invisible_char	PER	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	П​ирог​овa На талья Михaйлoвна
invisible_char	PER	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	Смирн­ов ‍В. А.
invisible_char	PER	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	Смирнов  Владим⁠ир Алексеев‍ич
invisible_char	PER	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	Смир⁠нов В​. А.
invisible_char	PER	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Зай⁠цев Михаил Ол­егов​ич
invisible_char	PER	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	За‍й⁠цев М. О.
invisible_char	PER	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Мороз ов ​С. А.
invisible_char	PER	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Моро​зов Сергей А‍ндр⁠еевич
invisible_char	PER	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Мака‍ров П⁠. И.
invisible_char	PER	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	к уз нецовой дарьей владим​ировной
invisible_char	PER	sale_0004	adversarial	invisible_chars		LEAK	Иванова-⁠Петрова Алла ‍Юрьевна
invisible_char	PER	sale_0004__m1337_cell_split	adversarial	invisible_chars		LEAK	Иванова-⁠Петрова Алла ‍Юрьевна
invisible_char	PER	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	И ванова-Пе­трова А. Ю­.
invisible_char	PER	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Иванова-Петрова Алла​  Юрь​евна
invisible_char	PER	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Иванова-⁠Петро­ва Ал ла  ‍Юрьевна
invisible_char	PER	sale_0004__m2718_invisible	adversarial	mut:invisible		hidden	Волк‍ов Ол е⁠г Павлович
invisible_char	PER	sale_0004__m2718_invisible	adversarial	mut:invisible		hidden	Ив ановой-Петров⁠ой А‍лле Юрьевне
invisible_char	PER	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	И‍вано‍ва Юлия ‍Сергеевна
invisible_char	PER	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	Леб‍едева В. П .
invisible_char	PER	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	ивановой ​ю​лией сер‍геевной
invisible_char	PER	sale_0005__m1337_invisible	adversarial	mut:invisible		hidden	Попов Ан­дрей​ Ник олаевич
invisible_char	PER	sale_0011	adversarial	invisible_chars		LEAK	Воробьё­в Пётр А лексеевич
invisible_char	PER	sale_0011__m1337_invisible	adversarial	mut:invisible		LEAK	Воробь ёв ‍П. А.
invisible_char	PER	services_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Кисель  А.​ С.
invisible_char	PER	services_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Бел­ов Р. Д.
invisible_char	PER	services_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Белов Роман​ Дми​т риевич
invisible_char	PER	services_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Бел​ов Р. Д.
invisible_char	PER	services_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Петров Влади мир Д‍м­итриевич
invisible_char	PER	services_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Петр⁠ов В⁠. Д.
invisible_char	PER	services_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Фёдоров А​.  Д.
invisible_char	PER	services_0006__m1337_invisible	adversarial	mut:invisible		LEAK	Фёдоро‍в ​А. Д.
invisible_char	PER	services_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Синиц⁠а А. ­А.
invisible_char	PER	services_0009__m1337_invisible	adversarial	mut:invisible		LEAK	С​иницы Анны А⁠лексеев ны
invisible_char	PER	services_0009__m1337_invisible	adversarial	mut:invisible		hidden	Гусевой‍ Марии Михай л овны
invisible_char	PER	supply_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Никитин­а  Е. Д.
invisible_char	PER	supply_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Т‍итова И . А.
invisible_char	PER	supply_0004__m2718_invisible	adversarial	mut:invisible		LEAK	Т‍итова Ирина ­Ал­ексеевна
invisible_char	PER	supply_0013__m1337_invisible	adversarial	mut:invisible		LEAK	Пирого​в‍а Ю. И.
invisible_char	PER	works_0002__m2718_invisible	adversarial	mut:invisible		LEAK	Смирнов­а И⁠рина­ Сергеевна
invisible_char	PER	works_0002__m2718_invisible	adversarial	mut:invisible		LEAK	С​мирнова И.­ С.
invisible_char	PER	works_0002__m2718_invisible	adversarial	mut:invisible		LEAK	де Вр​ис Й.
invisible_char	PER	works_0002__m2718_invisible	adversarial	mut:invisible		hidden	Ку­знецова Вера Андрее‍в​на
invisible_char	PER	works_0003__m1337_invisible	adversarial	mut:invisible		LEAK	Бел‍ка Юлия ­Олег­овна
invisible_char	PER	works_0003__m1337_invisible	adversarial	mut:invisible		LEAK	П​етрова ​О. Ю.
invisible_char	PER	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	М орозова А. ⁠Н.
invisible_char	PER	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Морозова⁠ Анна ­Ник⁠олаевна
invisible_char	PER	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	Огане⁠ся‍н Г. А.
invisible_char	PER	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	морозовой​  анной ник⁠олаевной
invisible_char	PHONE	agency_0002	adversarial	invisible_chars		LEAK	+7‍ (846) 4⁠55-90-65
invisible_char	PHONE	agency_0002__m1337_invisible	adversarial	mut:invisible		LEAK	+7  (499)  298 -46-18
invisible_char	PHONE	agency_0002__m1337_invisible	adversarial	mut:invisible		LEAK	+‍7 (812)­ 97­7-59-47
invisible_char	PHONE	agency_0002__m1337_invisible	adversarial	mut:invisible		LEAK	+‍7‍ (846)  4⁠⁠55-90-65
invisible_char	PHONE	agency_0002__m1337_invisible	adversarial	mut:invisible		hidden	+7 ( 843­) ​801-48-72
invisible_char	PHONE	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (495‍)​ 458-43-​43
invisible_char	PHONE	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (846­) 115-65⁠- 97
invisible_char	PHONE	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (​4­95) 409-87​-66
invisible_char	PHONE	agency_0003__m1337_invisible	adversarial	mut:invisible		LEAK	8495​6701555
invisible_char	PHONE	agency_0009	adversarial	invisible_chars		LEAK	+7 (495) 2⁠32-1­7-88
invisible_char	PHONE	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (495­) 2⁠32-​1­7 -88
invisible_char	PHONE	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (843) 74⁠3‍-‍98-67
invisible_char	PHONE	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7  (383) 299-96-­8⁠1
invisible_char	PHONE	agency_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7  (49⁠5) 236-86⁠-23
invisible_char	PHONE	agency_0009__m2718_case	adversarial	invisible_chars		LEAK	+7 (495) 2⁠32-1­7-88
invisible_char	PHONE	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (84 3­) 159-49⁠-84
invisible_char	PHONE	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (8⁠46) 321-46⁠-5‍3
invisible_char	PHONE	cession_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+7  ( 495) 190-95 -63
invisible_char	PHONE	cession_0005	adversarial	invisible_chars		LEAK	+7 (84​3)​ 330-30-67
invisible_char	PHONE	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (495) 298- 3­1​-89
invisible_char	PHONE	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (84​3)​ 33­0-30- 6​7
invisible_char	PHONE	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ­(­812)⁠ 650-43-46
invisible_char	PHONE	cession_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ​(499) 805- 86-7‍6
invisible_char	PHONE	cession_0005__m2718_case	adversarial	invisible_chars		LEAK	+7 (84​3)​ 330-30-67
invisible_char	PHONE	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (495) 743⁠-5 8-​99
invisible_char	PHONE	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (495) 98​5-5 8-3­1
invisible_char	PHONE	cession_0006__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ( 812)⁠ 947-1‍2-33
invisible_char	PHONE	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (499) 704​-2­4⁠-89
invisible_char	PHONE	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ​(495) 7​50-1 1-78
invisible_char	PHONE	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7  (81​2) 86‍2-45-65
invisible_char	PHONE	labor_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7​ (81​2) 1 80-73-14
invisible_char	PHONE	labor_0004	adversarial	invisible_chars		LEAK	+7 (843)  301⁠-10-13
invisible_char	PHONE	labor_0004__m2718_case	adversarial	invisible_chars		LEAK	+7 (843)  301⁠-10-13
invisible_char	PHONE	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (4⁠99) 325-6‍5⁠-83
invisible_char	PHONE	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7  (812) ‍2​50-32-83
invisible_char	PHONE	labor_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+⁠7 (843) 8­1 1-84-47
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (812)‍ ­364-25­-25
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (843​) ⁠23­2-40-16
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (8 43) 434 -70- 42
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7 ­(843) 223- 25-9‍6
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7846­9869⁠927
invisible_char	PHONE	labor_0010__m2718_invisible	adversarial	mut:invisible		LEAK	+7  ⁠(812) 792-33-4​8
invisible_char	PHONE	labor_0011	adversarial	invisible_chars		LEAK	+7 ( 383) 4‍60-16-53
invisible_char	PHONE	labor_0011__m1337_digit_spaces	adversarial	invisible_chars		LEAK	+7 ( 383) 4‍60-16-53
invisible_char	PHONE	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (49⁠5) 4⁠36-59-4​7
invisible_char	PHONE	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (​495​) 940- 79-28
invisible_char	PHONE	labor_0012__m1337_invisible	adversarial	mut:invisible		LEAK	+7​ (​81­2) 181-90-19
invisible_char	PHONE	lease_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (843 ) 161-75⁠-92  доб. 716
invisible_char	PHONE	lease_0003__m1337_invisible	adversarial	mut:invisible		LEAK	499 1144­829
invisible_char	PHONE	lease_0003__m1337_invisible	adversarial	mut:invisible		hidden	+⁠7 4⁠99 676 71 41
invisible_char	PHONE	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (38⁠3) 88­1 -99-82
invisible_char	PHONE	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (812) 4­5⁠6-7​5-51
invisible_char	PHONE	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+‍7 (846)⁠ 5 23-98-27
invisible_char	PHONE	lease_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+ 7 ( 846) 692-8 7-82
invisible_char	PHONE	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (499) ​386-3​2​-53
invisible_char	PHONE	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (4 99)  993-43- 58
invisible_char	PHONE	lease_0012__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (846) 655-5­7­-7 8
invisible_char	PHONE	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (8⁠12)​ 10‍7-65-11
invisible_char	PHONE	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (­843) ​255-44-‍91
invisible_char	PHONE	loan_0002__m1337_invisible	adversarial	mut:invisible		LEAK	881266­98753
invisible_char	PHONE	loan_0002__m1337_invisible	adversarial	mut:invisible		hidden	+7 (846) 7­91‍-91-­21
invisible_char	PHONE	loan_0003	adversarial	invisible_chars		LEAK	+7  (499) 115-55-⁠31
invisible_char	PHONE	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (38⁠3) 52⁠3- 29-79
invisible_char	PHONE	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (3⁠83​) 895-49 -42
invisible_char	PHONE	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (81‍2) 2‍21-​16-54
invisible_char	PHONE	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (8 46) 28‍5-66​-69
invisible_char	PHONE	loan_0003__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ⁠ ‍(499)  115-55-⁠31
invisible_char	PHONE	loan_0003__m2718_case	adversarial	invisible_chars		LEAK	+7  (499) 115-55-⁠31
invisible_char	PHONE	loan_0008	adversarial	invisible_chars		LEAK	+7 (4 99) 5 20-61-68
invisible_char	PHONE	loan_0008__m2718_case	adversarial	invisible_chars		LEAK	+7 (4 99) 5 20-61-68
invisible_char	PHONE	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (383⁠) 8 30-78-8​5
invisible_char	PHONE	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (8⁠43) ​842-69-8 4
invisible_char	PHONE	loan_0009__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ⁠(499) 6‍41-8 2-89
invisible_char	PHONE	loan_0009__m1337_invisible	adversarial	mut:invisible		hidden	83‍839041520
invisible_char	PHONE	sale_0004	adversarial	invisible_chars		LEAK	+7 ‍(383) 23​0-33-29
invisible_char	PHONE	sale_0004__m1337_cell_split	adversarial	invisible_chars		LEAK	+7 ‍(383) 23​0-33-29
invisible_char	PHONE	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+7 (812) ‍830-8⁠4-⁠18
invisible_char	PHONE	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+ 7 (­846) ­550-26-15
invisible_char	PHONE	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+⁠7 ( 383) 388-1​3-99
invisible_char	PHONE	sale_0004__m2718_invisible	adversarial	mut:invisible		LEAK	+⁠7 ‍( 383) 23​0-33⁠-29
invisible_char	PHONE	sale_0004__m2718_invisible	adversarial	mut:invisible		hidden	+7 (846) 289​-43-11 доб­. 25⁠9
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (812) 467 -79‍-9⁠0
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (846)‍ 63­6-68‍-77
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 (​843) 596-8⁠4​-89
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7 ­(499) 91 7-30‍-64
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	+7‍ (4 99) 866-4­8-55
invisible_char	PHONE	sale_0005__m1337_invisible	adversarial	mut:invisible		LEAK	88123641​419
